0.774,0.376
0.755,0.330
0.403,0.237
0.380,0.110
0.666,0.091
0.371,0.234
0.666,0.091
0.243,0.267
0.245,0.057
0.343,0.099
0.593,0.042
0.719,0.103
0.339,0.241
0.282,0.257
0.714,0.346
0.481,0.407
0.478,0.437
0.525,0.369
0.532,0.472
0.473,0.376
0.446,0.459
0.357,0.071
0.668,0.303
0.626,0.068
0.427,0.381
0.300,0.240
0.524,0.424
0.313,0.261
0.519,0.413
0.721,0.295
0.698,0.086
0.300,0.080
0.300,0.052
0.435,0.413
0.714,0.306
0.327,0.064
0.274,0.106
0.309,0.121
0.247,0.087
0.353,0.043
0.347,0.265
0.260,0.234
0.323,0.214
0.668,0.344
0.754,0.294
0.666,0.061
0.667,0.045
0.700,0.041
0.600,0.096
0.600,0.166
0.671,0.152
0.240,0.119
0.290,0.216
0.364,0.206
0.259,0.206
0.375,0.264
0.472,0.284
